,STATE,LGA,CANDIDATE,PARTY,VOTES
1424,Anambra,Idemili-south,Obi Peter Gregory,LP,25774
1425,Anambra,Idemili-south,Musa Mohammed Rabiu Kwankwaso,NNPP,128
1426,Anambra,Idemili-south,Kachikwu Dumebi,ADC,8
1427,Anambra,Idemili-south,Umeadi Peter Nnanna Chukwudi,APGA,459
1428,Anambra,Idemili-south,Sani Yabagi Yusuf,ADP,16
1429,Anambra,Idemili-south,Imumolen Irene Christopher,A,20
1430,Anambra,Idemili-south,Almustapha Hamza,AA,4
1431,Anambra,Idemili-south,Sowore Omoyele Stephen,AAC,6
1432,Anambra,Idemili-south,Ojei Princess Chichi,APM,18
1433,Anambra,Idemili-south,Nnadi Charles Osita,APP,7
1434,Anambra,Idemili-south,Adenuga Sunday Oluwafemi,BP,21
1435,Anambra,Idemili-south,Osakwe Felix Johnson,NRM,4
1436,Anambra,Idemili-south,Abiola Latifu Kolawole,PRP,4
1437,Anambra,Idemili-south,Adebayo Adewole Ebenezer,SDP,4
1438,Anambra,Idemili-south,Ado-Ibrahim Abdulmalik,YPP,38
1439,Anambra,Idemili-south,Nwanyanwu Daniel Daberechukwu,ZLP,75
1440,Anambra,Ihala,Tinubu Bola Ahmed,APC,27
1441,Anambra,Ihala,Abubakar Atiku,PDP,33
1442,Anambra,Ihala,Obi Peter Gregory,LP,11571
1443,Anambra,Ihala,Musa Mohammed Rabiu Kwankwaso,NNPP,16
1444,Anambra,Ihala,Kachikwu Dumebi,ADC,
1445,Anambra,Ihala,Umeadi Peter Nnanna Chukwudi,APGA,57
1446,Anambra,Ihala,Sani Yabagi Yusuf,ADP,3
1447,Anambra,Ihala,Imumolen Irene Christopher,A,
1448,Anambra,Ihala,Almustapha Hamza,AA,
1449,Anambra,Ihala,Sowore Omoyele Stephen,AAC,2
1450,Anambra,Ihala,Ojei Princess Chichi,APM,4
1451,Anambra,Ihala,Nnadi Charles Osita,APP,2
1452,Anambra,Ihala,Adenuga Sunday Oluwafemi,BP,3
1453,Anambra,Ihala,Osakwe Felix Johnson,NRM,7
1454,Anambra,Ihala,Abiola Latifu Kolawole,PRP,1
1455,Anambra,Ihala,Adebayo Adewole Ebenezer,SDP,
1456,Anambra,Ihala,Ado-Ibrahim Abdulmalik,YPP,21
1457,Anambra,Ihala,Nwanyanwu Daniel Daberechukwu,ZLP,7
1458,Anambra,Njikoka,Tinubu Bola Ahmed,APC,224
1459,Anambra,Njikoka,Abubakar Atiku,PDP,479
1460,Anambra,Njikoka,Obi Peter Gregory,LP,31368
1461,Anambra,Njikoka,Musa Mohammed Rabiu Kwankwaso,NNPP,64
1462,Anambra,Njikoka,Kachikwu Dumebi,ADC,12
1463,Anambra,Njikoka,Umeadi Peter Nnanna Chukwudi,APGA,507
1464,Anambra,Njikoka,Sani Yabagi Yusuf,ADP,16
1465,Anambra,Njikoka,Imumolen Irene Christopher,A,12
1466,Anambra,Njikoka,Almustapha Hamza,AA,2
1467,Anambra,Njikoka,Sowore Omoyele Stephen,AAC,3
1468,Anambra,Njikoka,Ojei Princess Chichi,APM,13
1469,Anambra,Njikoka,Nnadi Charles Osita,APP,8
1470,Anambra,Njikoka,Adenuga Sunday Oluwafemi,BP,24
1471,Anambra,Njikoka,Osakwe Felix Johnson,NRM,5
1472,Anambra,Njikoka,Abiola Latifu Kolawole,PRP,4
1473,Anambra,Njikoka,Adebayo Adewole Ebenezer,SDP,3
1474,Anambra,Njikoka,Ado-Ibrahim Abdulmalik,YPP,57
1475,Anambra,Njikoka,Nwanyanwu Daniel Daberechukwu,ZLP,147
1476,Anambra,Nnewi North,Tinubu Bola Ahmed,APC,96
1477,Anambra,Nnewi North,Abubakar Atiku,PDP,441
1478,Anambra,Nnewi North,Obi Peter Gregory,LP,28259
1479,Anambra,Nnewi North,Musa Mohammed Rabiu Kwankwaso,NNPP,122
1480,Anambra,Nnewi North,Kachikwu Dumebi,ADC,6
1481,Anambra,Nnewi North,Umeadi Peter Nnanna Chukwudi,APGA,267
1482,Anambra,Nnewi North,Sani Yabagi Yusuf,ADP,9
1483,Anambra,Nnewi North,Imumolen Irene Christopher,A,13
1484,Anambra,Nnewi North,Almustapha Hamza,AA,3
1485,Anambra,Nnewi North,Sowore Omoyele Stephen,AAC,7
1486,Anambra,Nnewi North,Ojei Princess Chichi,APM,30
1487,Anambra,Nnewi North,Nnadi Charles Osita,APP,17
1488,Anambra,Nnewi North,Adenuga Sunday Oluwafemi,BP,61
1489,Anambra,Nnewi North,Osakwe Felix Johnson,NRM,9
1490,Anambra,Nnewi North,Abiola Latifu Kolawole,PRP,2
1491,Anambra,Nnewi North,Adebayo Adewole Ebenezer,SDP,8
1492,Anambra,Nnewi North,Ado-Ibrahim Abdulmalik,YPP,16
1493,Anambra,Nnewi North,Nwanyanwu Daniel Daberechukwu,ZLP,72
1494,Anambra,Nnewi South,Tinubu Bola Ahmed,APC,206
1495,Anambra,Nnewi South,Abubakar Atiku,PDP,243
1496,Anambra,Nnewi South,Obi Peter Gregory,LP,38184
1497,Anambra,Nnewi South,Musa Mohammed Rabiu Kwankwaso,NNPP,71
1498,Anambra,Nnewi South,Kachikwu Dumebi,ADC,6
1499,Anambra,Nnewi South,Umeadi Peter Nnanna Chukwudi,APGA,119
1500,Anambra,Nnewi South,Sani Yabagi Yusuf,ADP,11
1501,Anambra,Nnewi South,Imumolen Irene Christopher,A,7
1502,Anambra,Nnewi South,Almustapha Hamza,AA,2
1503,Anambra,Nnewi South,Sowore Omoyele Stephen,AAC,7
1504,Anambra,Nnewi South,Ojei Princess Chichi,APM,7
1505,Anambra,Nnewi South,Nnadi Charles Osita,APP,4
1506,Anambra,Nnewi South,Adenuga Sunday Oluwafemi,BP,38
1507,Anambra,Nnewi South,Osakwe Felix Johnson,NRM,3
1508,Anambra,Nnewi South,Abiola Latifu Kolawole,PRP,2
1509,Anambra,Nnewi South,Adebayo Adewole Ebenezer,SDP,4
1510,Anambra,Nnewi South,Ado-Ibrahim Abdulmalik,YPP,376
1511,Anambra,Nnewi South,Nwanyanwu Daniel Daberechukwu,ZLP,74
1512,Anambra,Ogbaru,Tinubu Bola Ahmed,APC,187
1513,Anambra,Ogbaru,Abubakar Atiku,PDP,287
1514,Anambra,Ogbaru,Obi Peter Gregory,LP,38403
1515,Anambra,Ogbaru,Musa Mohammed Rabiu Kwankwaso,NNPP,131
1516,Anambra,Ogbaru,Kachikwu Dumebi,ADC,13
1517,Anambra,Ogbaru,Umeadi Peter Nnanna Chukwudi,APGA,119
1518,Anambra,Ogbaru,Sani Yabagi Yusuf,ADP,11
1519,Anambra,Ogbaru,Imumolen Irene Christopher,A,17
1520,Anambra,Ogbaru,Almustapha Hamza,AA,6
1521,Anambra,Ogbaru,Sowore Omoyele Stephen,AAC,5
1522,Anambra,Ogbaru,Ojei Princess Chichi,APM,21
1523,Anambra,Ogbaru,Nnadi Charles Osita,APP,8
1524,Anambra,Ogbaru,Adenuga Sunday Oluwafemi,BP,27
1525,Anambra,Ogbaru,Osakwe Felix Johnson,NRM,8
1526,Anambra,Ogbaru,Abiola Latifu Kolawole,PRP,3
1527,Anambra,Ogbaru,Adebayo Adewole Ebenezer,SDP,4
1528,Anambra,Ogbaru,Ado-Ibrahim Abdulmalik,YPP,19
1529,Anambra,Ogbaru,Nwanyanwu Daniel Daberechukwu,ZLP,48
1530,Anambra,Onitsha-north,Tinubu Bola Ahmed,APC,211
1531,Anambra,Onitsha-north,Abubakar Atiku,PDP,510
1532,Anambra,Onitsha-north,Obi Peter Gregory,LP,49334
1533,Anambra,Onitsha-north,Musa Mohammed Rabiu Kwankwaso,NNPP,140
1534,Anambra,Onitsha-north,Kachikwu Dumebi,ADC,20
1535,Anambra,Onitsha-north,Umeadi Peter Nnanna Chukwudi,APGA,167
1536,Anambra,Onitsha-north,Sani Yabagi Yusuf,ADP,14
1537,Anambra,Onitsha-north,Imumolen Irene Christopher,A,23
1538,Anambra,Onitsha-north,Almustapha Hamza,AA,15
1539,Anambra,Onitsha-north,Sowore Omoyele Stephen,AAC,8
1540,Anambra,Onitsha-north,Ojei Princess Chichi,APM,21
1541,Anambra,Onitsha-north,Nnadi Charles Osita,APP,20
1542,Anambra,Onitsha-north,Adenuga Sunday Oluwafemi,BP,32
1543,Anambra,Onitsha-north,Osakwe Felix Johnson,NRM,13
1544,Anambra,Onitsha-north,Abiola Latifu Kolawole,PRP,3
1545,Anambra,Onitsha-north,Adebayo Adewole Ebenezer,SDP,5
1546,Anambra,Onitsha-north,Ado-Ibrahim Abdulmalik,YPP,24
1547,Anambra,Onitsha-north,Nwanyanwu Daniel Daberechukwu,ZLP,54
1548,Anambra,Onitsha -south,Tinubu Bola Ahmed,APC,201
1549,Anambra,Onitsha -south,Abubakar Atiku,PDP,201
1550,Anambra,Onitsha -south,Obi Peter Gregory,LP,16767
1551,Anambra,Onitsha -south,Musa Mohammed Rabiu Kwankwaso,NNPP,53
1552,Anambra,Onitsha -south,Kachikwu Dumebi,ADC,8
1553,Anambra,Onitsha -south,Umeadi Peter Nnanna Chukwudi,APGA,145
1554,Anambra,Onitsha -south,Sani Yabagi Yusuf,ADP,12
1555,Anambra,Onitsha -south,Imumolen Irene Christopher,A,16
1556,Anambra,Onitsha -south,Almustapha Hamza,AA,2
1557,Anambra,Onitsha -south,Sowore Omoyele Stephen,AAC,6
1558,Anambra,Onitsha -south,Ojei Princess Chichi,APM,7
1559,Anambra,Onitsha -south,Nnadi Charles Osita,APP,5
1560,Anambra,Onitsha -south,Adenuga Sunday Oluwafemi,BP,16
1561,Anambra,Onitsha -south,Osakwe Felix Johnson,NRM,8
1562,Anambra,Onitsha -south,Abiola Latifu Kolawole,PRP,4
1563,Anambra,Onitsha -south,Adebayo Adewole Ebenezer,SDP,4
1564,Anambra,Onitsha -south,Ado-Ibrahim Abdulmalik,YPP,121
1565,Anambra,Onitsha -south,Nwanyanwu Daniel Daberechukwu,ZLP,36
1566,Anambra,Orumba North,Tinubu Bola Ahmed,APC,114
1567,Anambra,Orumba North,Abubakar Atiku,PDP,226
1568,Anambra,Orumba North,Obi Peter Gregory,LP,21813
1569,Anambra,Orumba North,Musa Mohammed Rabiu Kwankwaso,NNPP,117
1570,Anambra,Orumba North,Kachikwu Dumebi,ADC,7
1571,Anambra,Orumba North,Umeadi Peter Nnanna Chukwudi,APGA,186
1572,Anambra,Orumba North,Sani Yabagi Yusuf,ADP,11
1573,Anambra,Orumba North,Imumolen Irene Christopher,A,10
1574,Anambra,Orumba North,Almustapha Hamza,AA,4
1575,Anambra,Orumba North,Sowore Omoyele Stephen,AAC,5
1576,Anambra,Orumba North,Ojei Princess Chichi,APM,16
1577,Anambra,Orumba North,Nnadi Charles Osita,APP,6
1578,Anambra,Orumba North,Adenuga Sunday Oluwafemi,BP,21
1579,Anambra,Orumba North,Osakwe Felix Johnson,NRM,3
1580,Anambra,Orumba North,Abiola Latifu Kolawole,PRP,4
1581,Anambra,Orumba North,Adebayo Adewole Ebenezer,SDP,
1582,Anambra,Orumba North,Ado-Ibrahim Abdulmalik,YPP,137
1583,Anambra,Orumba North,Nwanyanwu Daniel Daberechukwu,ZLP,47
1584,Anambra,Orumba-south,Tinubu Bola Ahmed,APC,92
1585,Anambra,Orumba-south,Abubakar Atiku,PDP,253
1586,Anambra,Orumba-south,Obi Peter Gregory,LP,19482
1587,Anambra,Orumba-south,Musa Mohammed Rabiu Kwankwaso,NNPP,67
1588,Anambra,Orumba-south,Kachikwu Dumebi,ADC,7
1589,Anambra,Orumba-south,Umeadi Peter Nnanna Chukwudi,APGA,147
1590,Anambra,Orumba-south,Sani Yabagi Yusuf,ADP,7
1591,Anambra,Orumba-south,Imumolen Irene Christopher,A,8
1592,Anambra,Orumba-south,Almustapha Hamza,AA,4
1593,Anambra,Orumba-south,Sowore Omoyele Stephen,AAC,4
1594,Anambra,Orumba-south,Ojei Princess Chichi,APM,10
1595,Anambra,Orumba-south,Nnadi Charles Osita,APP,3
1596,Anambra,Orumba-south,Adenuga Sunday Oluwafemi,BP,16
1597,Anambra,Orumba-south,Osakwe Felix Johnson,NRM,9
1598,Anambra,Orumba-south,Abiola Latifu Kolawole,PRP,1
1599,Anambra,Orumba-south,Adebayo Adewole Ebenezer,SDP,2
1600,Anambra,Orumba-south,Ado-Ibrahim Abdulmalik,YPP,157
1601,Anambra,Orumba-south,Nwanyanwu Daniel Daberechukwu,ZLP,55
1602,Anambra,Oyi,Tinubu Bola Ahmed,APC,312
1603,Anambra,Oyi,Abubakar Atiku,PDP,1142
1604,Anambra,Oyi,Obi Peter Gregory,LP,25950
1605,Anambra,Oyi,Musa Mohammed Rabiu Kwankwaso,NNPP,83
1606,Anambra,Oyi,Kachikwu Dumebi,ADC,14
1607,Anambra,Oyi,Umeadi Peter Nnanna Chukwudi,APGA,551
1608,Anambra,Oyi,Sani Yabagi Yusuf,ADP,6
1609,Anambra,Oyi,Imumolen Irene Christopher,A,12
1610,Anambra,Oyi,Almustapha Hamza,AA,4
1611,Anambra,Oyi,Sowore Omoyele Stephen,AAC,3
1612,Anambra,Oyi,Ojei Princess Chichi,APM,11
1613,Anambra,Oyi,Nnadi Charles Osita,APP,6
1614,Anambra,Oyi,Adenuga Sunday Oluwafemi,BP,10
1615,Anambra,Oyi,Osakwe Felix Johnson,NRM,4
1616,Anambra,Oyi,Abiola Latifu Kolawole,PRP,2
1617,Anambra,Oyi,Adebayo Adewole Ebenezer,SDP,5
1618,Anambra,Oyi,Ado-Ibrahim Abdulmalik,YPP,268
1619,Anambra,Oyi,Nwanyanwu Daniel Daberechukwu,ZLP,73
1620,Bauchi,Alkaleri,Tinubu Bola Ahmed,APC,
1621,Bauchi,Alkaleri,Abubakar Atiku,PDP,
1622,Bauchi,Alkaleri,Obi Peter Gregory,LP,
1623,Bauchi,Alkaleri,Musa Mohammed Rabiu Kwankwaso,NNPP,
1624,Bauchi,Alkaleri,Kachikwu Dumebi,ADC,
1625,Bauchi,Alkaleri,Umeadi Peter Nnanna Chukwudi,APGA,
1626,Bauchi,Alkaleri,Sani Yabagi Yusuf,ADP,
1627,Bauchi,Alkaleri,Imumolen Irene Christopher,A,
1628,Bauchi,Alkaleri,Almustapha Hamza,AA,
1629,Bauchi,Alkaleri,Sowore Omoyele Stephen,AAC,
1630,Bauchi,Alkaleri,Ojei Princess Chichi,APM,
1631,Bauchi,Alkaleri,Nnadi Charles Osita,APP,
1632,Bauchi,Alkaleri,Adenuga Sunday Oluwafemi,BP,
1633,Bauchi,Alkaleri,Osakwe Felix Johnson,NRM,
1634,Bauchi,Alkaleri,Abiola Latifu Kolawole,PRP,
1635,Bauchi,Alkaleri,Adebayo Adewole Ebenezer,SDP,
1636,Bauchi,Alkaleri,Ado-Ibrahim Abdulmalik,YPP,
1637,Bauchi,Alkaleri,Nwanyanwu Daniel Daberechukwu,ZLP,
1638,Bauchi,Bauchi,Tinubu Bola Ahmed,APC,11862
1639,Bauchi,Bauchi,Abubakar Atiku,PDP,17732
1640,Bauchi,Bauchi,Obi Peter Gregory,LP,185
1641,Bauchi,Bauchi,Musa Mohammed Rabiu Kwankwaso,NNPP,424
1642,Bauchi,Bauchi,Kachikwu Dumebi,ADC,
1643,Bauchi,Bauchi,Umeadi Peter Nnanna Chukwudi,APGA,
1644,Bauchi,Bauchi,Sani Yabagi Yusuf,ADP,
1645,Bauchi,Bauchi,Imumolen Irene Christopher,A,
1646,Bauchi,Bauchi,Almustapha Hamza,AA,
1647,Bauchi,Bauchi,Sowore Omoyele Stephen,AAC,
1648,Bauchi,Bauchi,Ojei Princess Chichi,APM,
1649,Bauchi,Bauchi,Nnadi Charles Osita,APP,
1650,Bauchi,Bauchi,Adenuga Sunday Oluwafemi,BP,
1651,Bauchi,Bauchi,Osakwe Felix Johnson,NRM,
1652,Bauchi,Bauchi,Abiola Latifu Kolawole,PRP,
1653,Bauchi,Bauchi,Adebayo Adewole Ebenezer,SDP,
1654,Bauchi,Bauchi,Ado-Ibrahim Abdulmalik,YPP,
1655,Bauchi,Bauchi,Nwanyanwu Daniel Daberechukwu,ZLP,
1656,Bauchi,Bogoro,Tinubu Bola Ahmed,APC,4850
1657,Bauchi,Bogoro,Abubakar Atiku,PDP,15156
1658,Bauchi,Bogoro,Obi Peter Gregory,LP,6866
1659,Bauchi,Bogoro,Musa Mohammed Rabiu Kwankwaso,NNPP,798
1660,Bauchi,Bogoro,Kachikwu Dumebi,ADC,
1661,Bauchi,Bogoro,Umeadi Peter Nnanna Chukwudi,APGA,
1662,Bauchi,Bogoro,Sani Yabagi Yusuf,ADP,
1663,Bauchi,Bogoro,Imumolen Irene Christopher,A,
1664,Bauchi,Bogoro,Almustapha Hamza,AA,
1665,Bauchi,Bogoro,Sowore Omoyele Stephen,AAC,
1666,Bauchi,Bogoro,Ojei Princess Chichi,APM,
1667,Bauchi,Bogoro,Nnadi Charles Osita,APP,
1668,Bauchi,Bogoro,Adenuga Sunday Oluwafemi,BP,
1669,Bauchi,Bogoro,Osakwe Felix Johnson,NRM,
1670,Bauchi,Bogoro,Abiola Latifu Kolawole,PRP,
1671,Bauchi,Bogoro,Adebayo Adewole Ebenezer,SDP,
1672,Bauchi,Bogoro,Ado-Ibrahim Abdulmalik,YPP,
1673,Bauchi,Bogoro,Nwanyanwu Daniel Daberechukwu,ZLP,
1674,Bauchi,Dambam,Tinubu Bola Ahmed,APC,7588
1675,Bauchi,Dambam,Abubakar Atiku,PDP,12203
1676,Bauchi,Dambam,Obi Peter Gregory,LP,42
1677,Bauchi,Dambam,Musa Mohammed Rabiu Kwankwaso,NNPP,2586
1678,Bauchi,Dambam,Kachikwu Dumebi,ADC,
1679,Bauchi,Dambam,Umeadi Peter Nnanna Chukwudi,APGA,
1680,Bauchi,Dambam,Sani Yabagi Yusuf,ADP,
1681,Bauchi,Dambam,Imumolen Irene Christopher,A,
1682,Bauchi,Dambam,Almustapha Hamza,AA,
1683,Bauchi,Dambam,Sowore Omoyele Stephen,AAC,
1684,Bauchi,Dambam,Ojei Princess Chichi,APM,
1685,Bauchi,Dambam,Nnadi Charles Osita,APP,
1686,Bauchi,Dambam,Adenuga Sunday Oluwafemi,BP,
1687,Bauchi,Dambam,Osakwe Felix Johnson,NRM,
1688,Bauchi,Dambam,Abiola Latifu Kolawole,PRP,
1689,Bauchi,Dambam,Adebayo Adewole Ebenezer,SDP,
1690,Bauchi,Dambam,Ado-Ibrahim Abdulmalik,YPP,
1691,Bauchi,Dambam,Nwanyanwu Daniel Daberechukwu,ZLP,
1692,Bauchi,Darazo,Tinubu Bola Ahmed,APC,16070
1693,Bauchi,Darazo,Abubakar Atiku,PDP,17459
1694,Bauchi,Darazo,Obi Peter Gregory,LP,41
1695,Bauchi,Darazo,Musa Mohammed Rabiu Kwankwaso,NNPP,1895
1696,Bauchi,Darazo,Kachikwu Dumebi,ADC,
1697,Bauchi,Darazo,Umeadi Peter Nnanna Chukwudi,APGA,
1698,Bauchi,Darazo,Sani Yabagi Yusuf,ADP,
1699,Bauchi,Darazo,Imumolen Irene Christopher,A,
1700,Bauchi,Darazo,Almustapha Hamza,AA,
1701,Bauchi,Darazo,Sowore Omoyele Stephen,AAC,
1702,Bauchi,Darazo,Ojei Princess Chichi,APM,
1703,Bauchi,Darazo,Nnadi Charles Osita,APP,
1704,Bauchi,Darazo,Adenuga Sunday Oluwafemi,BP,
1705,Bauchi,Darazo,Osakwe Felix Johnson,NRM,
1706,Bauchi,Darazo,Abiola Latifu Kolawole,PRP,
1707,Bauchi,Darazo,Adebayo Adewole Ebenezer,SDP,
1708,Bauchi,Darazo,Ado-Ibrahim Abdulmalik,YPP,
1709,Bauchi,Darazo,Nwanyanwu Daniel Daberechukwu,ZLP,
1710,Bauchi,Dass,Tinubu Bola Ahmed,APC,10939
1711,Bauchi,Dass,Abubakar Atiku,PDP,13242
1712,Bauchi,Dass,Obi Peter Gregory,LP,705
1713,Bauchi,Dass,Musa Mohammed Rabiu Kwankwaso,NNPP,397
1714,Bauchi,Dass,Kachikwu Dumebi,ADC,
1715,Bauchi,Dass,Umeadi Peter Nnanna Chukwudi,APGA,
1716,Bauchi,Dass,Sani Yabagi Yusuf,ADP,
1717,Bauchi,Dass,Imumolen Irene Christopher,A,
1718,Bauchi,Dass,Almustapha Hamza,AA,
1719,Bauchi,Dass,Sowore Omoyele Stephen,AAC,
1720,Bauchi,Dass,Ojei Princess Chichi,APM,
1721,Bauchi,Dass,Nnadi Charles Osita,APP,
1722,Bauchi,Dass,Adenuga Sunday Oluwafemi,BP,
1723,Bauchi,Dass,Osakwe Felix Johnson,NRM,
1724,Bauchi,Dass,Abiola Latifu Kolawole,PRP,
1725,Bauchi,Dass,Adebayo Adewole Ebenezer,SDP,
1726,Bauchi,Dass,Ado-Ibrahim Abdulmalik,YPP,
1727,Bauchi,Dass,Nwanyanwu Daniel Daberechukwu,ZLP,
1728,Bauchi,Gamawa,Tinubu Bola Ahmed,APC,
1729,Bauchi,Gamawa,Abubakar Atiku,PDP,
1730,Bauchi,Gamawa,Obi Peter Gregory,LP,
1731,Bauchi,Gamawa,Musa Mohammed Rabiu Kwankwaso,NNPP,
1732,Bauchi,Gamawa,Kachikwu Dumebi,ADC,
1733,Bauchi,Gamawa,Umeadi Peter Nnanna Chukwudi,APGA,
1734,Bauchi,Gamawa,Sani Yabagi Yusuf,ADP,
1735,Bauchi,Gamawa,Imumolen Irene Christopher,A,
1736,Bauchi,Gamawa,Almustapha Hamza,AA,
1737,Bauchi,Gamawa,Sowore Omoyele Stephen,AAC,
1738,Bauchi,Gamawa,Ojei Princess Chichi,APM,
1739,Bauchi,Gamawa,Nnadi Charles Osita,APP,
1740,Bauchi,Gamawa,Adenuga Sunday Oluwafemi,BP,
1741,Bauchi,Gamawa,Osakwe Felix Johnson,NRM,
1742,Bauchi,Gamawa,Abiola Latifu Kolawole,PRP,
1743,Bauchi,Gamawa,Adebayo Adewole Ebenezer,SDP,
1744,Bauchi,Gamawa,Ado-Ibrahim Abdulmalik,YPP,
1745,Bauchi,Gamawa,Nwanyanwu Daniel Daberechukwu,ZLP,
1746,Bauchi,Ganjuwa,Tinubu Bola Ahmed,APC,
1747,Bauchi,Ganjuwa,Abubakar Atiku,PDP,
1748,Bauchi,Ganjuwa,Obi Peter Gregory,LP,
1749,Bauchi,Ganjuwa,Musa Mohammed Rabiu Kwankwaso,NNPP,
1750,Bauchi,Ganjuwa,Kachikwu Dumebi,ADC,
1751,Bauchi,Ganjuwa,Umeadi Peter Nnanna Chukwudi,APGA,
1752,Bauchi,Ganjuwa,Sani Yabagi Yusuf,ADP,
1753,Bauchi,Ganjuwa,Imumolen Irene Christopher,A,
1754,Bauchi,Ganjuwa,Almustapha Hamza,AA,
1755,Bauchi,Ganjuwa,Sowore Omoyele Stephen,AAC,
1756,Bauchi,Ganjuwa,Ojei Princess Chichi,APM,
1757,Bauchi,Ganjuwa,Nnadi Charles Osita,APP,
1758,Bauchi,Ganjuwa,Adenuga Sunday Oluwafemi,BP,
1759,Bauchi,Ganjuwa,Osakwe Felix Johnson,NRM,
1760,Bauchi,Ganjuwa,Abiola Latifu Kolawole,PRP,
1761,Bauchi,Ganjuwa,Adebayo Adewole Ebenezer,SDP,
1762,Bauchi,Ganjuwa,Ado-Ibrahim Abdulmalik,YPP,
1763,Bauchi,Ganjuwa,Nwanyanwu Daniel Daberechukwu,ZLP,
1764,Bauchi,Giade,Tinubu Bola Ahmed,APC,10382
1765,Bauchi,Giade,Abubakar Atiku,PDP,11977
1766,Bauchi,Giade,Obi Peter Gregory,LP,17
1767,Bauchi,Giade,Musa Mohammed Rabiu Kwankwaso,NNPP,4002
1768,Bauchi,Giade,Kachikwu Dumebi,ADC,
1769,Bauchi,Giade,Umeadi Peter Nnanna Chukwudi,APGA,
1770,Bauchi,Giade,Sani Yabagi Yusuf,ADP,
1771,Bauchi,Giade,Imumolen Irene Christopher,A,
1772,Bauchi,Giade,Almustapha Hamza,AA,
1773,Bauchi,Giade,Sowore Omoyele Stephen,AAC,
1774,Bauchi,Giade,Ojei Princess Chichi,APM,
1775,Bauchi,Giade,Nnadi Charles Osita,APP,
1776,Bauchi,Giade,Adenuga Sunday Oluwafemi,BP,
1777,Bauchi,Giade,Osakwe Felix Johnson,NRM,
1778,Bauchi,Giade,Abiola Latifu Kolawole,PRP,
1779,Bauchi,Giade,Adebayo Adewole Ebenezer,SDP,
1780,Bauchi,Giade,Ado-Ibrahim Abdulmalik,YPP,
1781,Bauchi,Giade,Nwanyanwu Daniel Daberechukwu,ZLP,
1782,Bauchi,Itas/gadau,Tinubu Bola Ahmed,APC,
1783,Bauchi,Itas/gadau,Abubakar Atiku,PDP,
1784,Bauchi,Itas/gadau,Obi Peter Gregory,LP,
1785,Bauchi,Itas/gadau,Musa Mohammed Rabiu Kwankwaso,NNPP,
1786,Bauchi,Itas/gadau,Kachikwu Dumebi,ADC,
1787,Bauchi,Itas/gadau,Umeadi Peter Nnanna Chukwudi,APGA,
1788,Bauchi,Itas/gadau,Sani Yabagi Yusuf,ADP,
1789,Bauchi,Itas/gadau,Imumolen Irene Christopher,A,
1790,Bauchi,Itas/gadau,Almustapha Hamza,AA,
1791,Bauchi,Itas/gadau,Sowore Omoyele Stephen,AAC,
1792,Bauchi,Itas/gadau,Ojei Princess Chichi,APM,
1793,Bauchi,Itas/gadau,Nnadi Charles Osita,APP,
1794,Bauchi,Itas/gadau,Adenuga Sunday Oluwafemi,BP,
1795,Bauchi,Itas/gadau,Osakwe Felix Johnson,NRM,
1796,Bauchi,Itas/gadau,Abiola Latifu Kolawole,PRP,
1797,Bauchi,Itas/gadau,Adebayo Adewole Ebenezer,SDP,
1798,Bauchi,Itas/gadau,Ado-Ibrahim Abdulmalik,YPP,
1799,Bauchi,Itas/gadau,Nwanyanwu Daniel Daberechukwu,ZLP,
1800,Bauchi,Jama'are,Tinubu Bola Ahmed,APC,8140
1801,Bauchi,Jama'are,Abubakar Atiku,PDP,12535
1802,Bauchi,Jama'are,Obi Peter Gregory,LP,22
1803,Bauchi,Jama'are,Musa Mohammed Rabiu Kwankwaso,NNPP,3638
1804,Bauchi,Jama'are,Kachikwu Dumebi,ADC,27
1805,Bauchi,Jama'are,Umeadi Peter Nnanna Chukwudi,APGA,16
1806,Bauchi,Jama'are,Sani Yabagi Yusuf,ADP,23
1807,Bauchi,Jama'are,Imumolen Irene Christopher,A,3
1808,Bauchi,Jama'are,Almustapha Hamza,AA,3
1809,Bauchi,Jama'are,Sowore Omoyele Stephen,AAC,
1810,Bauchi,Jama'are,Ojei Princess Chichi,APM,11
1811,Bauchi,Jama'are,Nnadi Charles Osita,APP,2
1812,Bauchi,Jama'are,Adenuga Sunday Oluwafemi,BP,1
1813,Bauchi,Jama'are,Osakwe Felix Johnson,NRM,20
1814,Bauchi,Jama'are,Abiola Latifu Kolawole,PRP,13
1815,Bauchi,Jama'are,Adebayo Adewole Ebenezer,SDP,20
1816,Bauchi,Jama'are,Ado-Ibrahim Abdulmalik,YPP,26
1817,Bauchi,Jama'are,Nwanyanwu Daniel Daberechukwu,ZLP,5
1818,Bauchi,Katagum,Tinubu Bola Ahmed,APC,
1819,Bauchi,Katagum,Abubakar Atiku,PDP,
1820,Bauchi,Katagum,Obi Peter Gregory,LP,
1821,Bauchi,Katagum,Musa Mohammed Rabiu Kwankwaso,NNPP,
1822,Bauchi,Katagum,Kachikwu Dumebi,ADC,
1823,Bauchi,Katagum,Umeadi Peter Nnanna Chukwudi,APGA,
1824,Bauchi,Katagum,Sani Yabagi Yusuf,ADP,
1825,Bauchi,Katagum,Imumolen Irene Christopher,A,
1826,Bauchi,Katagum,Almustapha Hamza,AA,
1827,Bauchi,Katagum,Sowore Omoyele Stephen,AAC,
